year,ac_no,ac_name,ac_type,cand_sex,partyname,totvotpoll,electors
2005.1,44,Sonepur,GEN,M,Samajwadi Party,1560,205012
2005.1,44,Sonepur,GEN,M,Bahujan Samaj Party,1696,205012
2005.1,44,Sonepur,GEN,M,Lok Jan Shakti Party,4561,205012
2005.1,44,Sonepur,GEN,M,Bharatiya Janata Party,43026,205012
2005.1,44,Sonepur,GEN,M,Rashtriya Janata Dal,44139,205012
2005.1,45,Hajipur,GEN,M,Independent,1325,231700
2005.1,45,Hajipur,GEN,M,Samajwadi Party,1362,231700
2005.1,45,Hajipur,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),1895,231700
2005.1,45,Hajipur,GEN,M,Independent,2390,231700
2005.1,45,Hajipur,GEN,M,Bahujan Samaj Party,2750,231700
2005.1,45,Hajipur,GEN,M,Lok Jan Shakti Party,19081,231700
2005.1,45,Hajipur,GEN,M,Rashtriya Janata Dal,32502,231700
2005.1,45,Hajipur,GEN,M,Bharatiya Janata Party,47760,231700
2005.1,46,Raghopur,GEN,M,Bahujan Samaj Party,3193,215001
2005.1,46,Raghopur,GEN,M,Lok Jan Shakti Party,15137,215001
2005.1,46,Raghopur,GEN,M,Janata Dal (United),30601,215001
2005.1,46,Raghopur,GEN,F,Rashtriya Janata Dal,35891,215001
2005.1,47,Mahnar,GEN,M,Bahujan Samaj Party,3223,196887
2005.1,47,Mahnar,GEN,M,Jai Jawan Jai Kisan Mazdoor Congress,4892,196887
2005.1,47,Mahnar,GEN,M,Bharatiya Janata Party,8429,196887
2005.1,47,Mahnar,GEN,M,Rashtriya Janata Dal,36227,196887
2005.1,47,Mahnar,GEN,M,Lok Jan Shakti Party,40901,196887
2005.1,48,Jandaha,GEN,M,Independent,1613,211919
2005.1,48,Jandaha,GEN,F,Samata Party,1986,211919
2005.1,48,Jandaha,GEN,M,Bahujan Samaj Party,2520,211919
2005.1,48,Jandaha,GEN,M,Independent,4302,211919
2005.1,48,Jandaha,GEN,M,Janata Dal (United),15052,211919
2005.1,48,Jandaha,GEN,M,Rashtriya Janata Dal,34207,211919
2005.1,48,Jandaha,GEN,M,Lok Jan Shakti Party,37973,211919
2005.1,49,Patepur,SC,M,Independent,1332,195714
2005.1,49,Patepur,SC,M,Communist Party of India (Marxist-Leninist) (Liberation),2076,195714
2005.1,49,Patepur,SC,F,Samajwadi Party,2411,195714
2005.1,49,Patepur,SC,M,Independent,3968,195714
2005.1,49,Patepur,SC,M,Bahujan Samaj Party,4764,195714
2005.1,49,Patepur,SC,M,Bharatiya Janata Party,12862,195714
2005.1,49,Patepur,SC,M,Lok Jan Shakti Party,29276,195714
2005.1,49,Patepur,SC,F,Rashtriya Janata Dal,32792,195714
2005.1,50,Mahua,SC,M,Bahujan Samaj Party,3444,186619
2005.1,50,Mahua,SC,F,Lok Jan Shakti Party,23096,186619
2005.1,50,Mahua,SC,M,Janata Dal (United),29627,186619
2005.1,50,Mahua,SC,M,Rashtriya Janata Dal,36642,186619
2005.1,51,Lalganj,GEN,M,Independent,904,196722
2005.1,51,Lalganj,GEN,M,Independent,1088,196722
2005.1,51,Lalganj,GEN,M,Samajwadi Party,1129,196722
2005.1,51,Lalganj,GEN,M,Independent,1145,196722
2005.1,51,Lalganj,GEN,M,Bahujan Samaj Party,2164,196722
2005.1,51,Lalganj,GEN,M,Independent,2177,196722
2005.1,51,Lalganj,GEN,M,Independent,2321,196722
2005.1,51,Lalganj,GEN,M,Lok Jan Shakti Party,12698,196722
2005.1,51,Lalganj,GEN,M,Rashtriya Janata Dal,33042,196722
2005.1,51,Lalganj,GEN,M,Janata Dal (United),36852,196722
2005.1,52,Vaishali,GEN,M,Independent,1683,200725
2005.1,52,Vaishali,GEN,M,Independent,3046,200725
2005.1,52,Vaishali,GEN,M,Samajwadi Party,3427,200725
2005.1,52,Vaishali,GEN,M,Independent,3992,200725
2005.1,52,Vaishali,GEN,M,Bahujan Samaj Party,4232,200725
2005.1,52,Vaishali,GEN,F,Lok Jan Shakti Party,11692,200725
2005.1,52,Vaishali,GEN,F,Indian National Congress,31931,200725
2005.1,52,Vaishali,GEN,M,Janata Dal (United),34426,200725
2005.1,53,Paru,GEN,M,Independent,566,204070
2005.1,53,Paru,GEN,M,Independent,609,204070
2005.1,53,Paru,GEN,M,Independent,1017,204070
2005.1,53,Paru,GEN,M,Independent,1030,204070
2005.1,53,Paru,GEN,M,Independent,1497,204070
2005.1,53,Paru,GEN,M,Lok Jan Shakti Party,3208,204070
2005.1,53,Paru,GEN,M,Independent,5043,204070
2005.1,53,Paru,GEN,M,Bahujan Samaj Party,5062,204070
2005.1,53,Paru,GEN,M,Rashtriya Janata Dal,40489,204070
2005.1,53,Paru,GEN,M,Bharatiya Janata Party,43569,204070
2005.1,54,Sahebganj,GEN,M,Independent,496,192800
2005.1,54,Sahebganj,GEN,M,Independent,722,192800
2005.1,54,Sahebganj,GEN,M,Independent,824,192800
2005.1,54,Sahebganj,GEN,M,Independent,988,192800
2005.1,54,Sahebganj,GEN,M,Independent,1472,192800
2005.1,54,Sahebganj,GEN,M,Lok Jan Shakti Party,3359,192800
2005.1,54,Sahebganj,GEN,M,Independent,3972,192800
2005.1,54,Sahebganj,GEN,M,Rashtriya Janata Dal,42323,192800
2005.1,54,Sahebganj,GEN,M,Janata Dal (United),47591,192800
2005.1,55,Baruraj,GEN,M,Independent,644,201168
2005.1,55,Baruraj,GEN,M,Independent,846,201168
2005.1,55,Baruraj,GEN,M,Independent,931,201168
2005.1,55,Baruraj,GEN,M,Independent,1421,201168
2005.1,55,Baruraj,GEN,M,Independent,1772,201168
2005.1,55,Baruraj,GEN,M,Independent,2002,201168
2005.1,55,Baruraj,GEN,M,Bahujan Samaj Party,2525,201168
2005.1,55,Baruraj,GEN,M,Independent,3979,201168
2005.1,55,Baruraj,GEN,M,Samajwadi Party,4762,201168
2005.1,55,Baruraj,GEN,M,Lok Jan Shakti Party,15431,201168
2005.1,55,Baruraj,GEN,M,Rashtriya Janata Dal,30018,201168
2005.1,55,Baruraj,GEN,M,Janata Dal (United),32992,201168
2005.1,56,Kanti,GEN,M,Independent,708,188846
2005.1,56,Kanti,GEN,M,Apna Dal,1024,188846
2005.1,56,Kanti,GEN,M,Independent,1157,188846
2005.1,56,Kanti,GEN,M,Jai Jawan Jai Kisan Mazdoor Congress,1250,188846
2005.1,56,Kanti,GEN,M,Independent,2270,188846
2005.1,56,Kanti,GEN,M,Independent,2644,188846
2005.1,56,Kanti,GEN,M,Lok Jan Shakti Party,6547,188846
2005.1,56,Kanti,GEN,M,Samajwadi Party,16630,188846
2005.1,56,Kanti,GEN,M,Rashtriya Janata Dal,28091,188846
2005.1,56,Kanti,GEN,M,Janata Dal (United),38294,188846
2005.1,57,Kurhani,GEN,M,Independent,1069,198326
2005.1,57,Kurhani,GEN,M,Independent,1182,198326
2005.1,57,Kurhani,GEN,M,Independent,1352,198326
2005.1,57,Kurhani,GEN,M,Indian Justice Party,1433,198326
2005.1,57,Kurhani,GEN,M,Independent,2157,198326
2005.1,57,Kurhani,GEN,M,Independent,2492,198326
2005.1,57,Kurhani,GEN,M,Lok Jan Shakti Party,16063,198326
2005.1,57,Kurhani,GEN,M,Rashtriya Janata Dal,35324,198326
2005.1,57,Kurhani,GEN,M,Janata Dal (United),43714,198326
2005.1,58,Sakra,SC,M,Independent,1044,181797
2005.1,58,Sakra,SC,F,Samajwadi Party,1059,181797
2005.1,58,Sakra,SC,M,Independent,1672,181797
2005.1,58,Sakra,SC,F,Bahujan Samaj Party,1693,181797
2005.1,58,Sakra,SC,M,Jai Jawan Jai Kisan Mazdoor Congress,1721,181797
2005.1,58,Sakra,SC,M,Independent,2863,181797
2005.1,58,Sakra,SC,M,Lok Jan Shakti Party,11614,181797
2005.1,58,Sakra,SC,M,Rashtriya Janata Dal,35948,181797
2005.1,58,Sakra,SC,M,Janata Dal (United),36020,181797
2005.1,59,Muzaffarpur,GEN,M,Independent,214,273876
2005.1,59,Muzaffarpur,GEN,M,Independent,265,273876
2005.1,59,Muzaffarpur,GEN,M,Janata Dal (Secular),276,273876
2005.1,59,Muzaffarpur,GEN,M,Independent,298,273876
2005.1,59,Muzaffarpur,GEN,M,National Loktantrik Party,318,273876
2005.1,59,Muzaffarpur,GEN,M,Bajjikanchal Vikas Party,400,273876
2005.1,59,Muzaffarpur,GEN,M,Bharatiya Momin Front,445,273876
2005.1,59,Muzaffarpur,GEN,M,Independent,454,273876
2005.1,59,Muzaffarpur,GEN,M,Independent,1157,273876
2005.1,59,Muzaffarpur,GEN,M,Rashtriya Janata Dal,2785,273876
2005.1,59,Muzaffarpur,GEN,M,Independent,4852,273876
2005.1,59,Muzaffarpur,GEN,M,Lok Jan Shakti Party,4870,273876
2005.1,59,Muzaffarpur,GEN,M,Independent,5345,273876
2005.1,59,Muzaffarpur,GEN,F,Indian National Congress,34571,273876
2005.1,59,Muzaffarpur,GEN,M,Independent,59407,273876
2005.1,60,Bochaha,SC,M,Independent,1882,216580
2005.1,60,Bochaha,SC,M,Independent,1885,216580
2005.1,60,Bochaha,SC,M,Bahujan Samaj Party,2317,216580
2005.1,60,Bochaha,SC,M,Independent,4391,216580
2005.1,60,Bochaha,SC,M,Communist Party of India (Marxist-Leninist) (Liberation),4600,216580
2005.1,60,Bochaha,SC,M,Lok Jan Shakti Party,8340,216580
2005.1,60,Bochaha,SC,M,Janata Dal (United),41081,216580
2005.1,60,Bochaha,SC,M,Rashtriya Janata Dal,46861,216580
2005.1,61,Gaighatti,GEN,M,Samajwadi Party,2148,188769
2005.1,61,Gaighatti,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),3066,188769
2005.1,61,Gaighatti,GEN,M,Independent,3244,188769
2005.1,61,Gaighatti,GEN,M,Lok Jan Shakti Party,12967,188769
2005.1,61,Gaighatti,GEN,M,Janata Dal (United),30768,188769
2005.1,61,Gaighatti,GEN,M,Rashtriya Janata Dal,34081,188769
2005.1,62,Aurai,GEN,M,Independent,804,180255
2005.1,62,Aurai,GEN,M,Independent,904,180255
2005.1,62,Aurai,GEN,M,Independent,1113,180255
2005.1,62,Aurai,GEN,M,Independent,1753,180255
2005.1,62,Aurai,GEN,M,Samajwadi Party,2680,180255
2005.1,62,Aurai,GEN,M,Lok Jan Shakti Party,2762,180255
2005.1,62,Aurai,GEN,M,Independent,3470,180255
2005.1,62,Aurai,GEN,F,Indian National Congress,10184,180255
2005.1,62,Aurai,GEN,M,Independent,13521,180255
2005.1,62,Aurai,GEN,M,Janata Dal (United),44891,180255
2005.1,63,Minapur,GEN,M,Independent,2556,194381
2005.1,63,Minapur,GEN,M,Bahujan Samaj Party,2826,194381
2005.1,63,Minapur,GEN,M,Independent,2874,194381
2005.1,63,Minapur,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),3099,194381
2005.1,63,Minapur,GEN,M,Samajwadi Party,4599,194381
2005.1,63,Minapur,GEN,M,Communist Party of India,12002,194381
2005.1,63,Minapur,GEN,M,Rashtriya Janata Dal,28566,194381
2005.1,63,Minapur,GEN,M,Janata Dal (United),40070,194381
2005.1,64,Runisaidpur,GEN,M,Samajwadi Party,2074,214798
2005.1,64,Runisaidpur,GEN,M,Bahujan Samaj Party,2304,214798
2005.1,64,Runisaidpur,GEN,M,Independent,2658,214798
2005.1,64,Runisaidpur,GEN,M,Independent,2857,214798
2005.1,64,Runisaidpur,GEN,M,Lok Jan Shakti Party,21328,214798
2005.1,64,Runisaidpur,GEN,M,Rashtriya Janata Dal,28866,214798
2005.1,64,Runisaidpur,GEN,F,Janata Dal (United),43402,214798
2005.1,65,Belsand,GEN,M,Independent,1286,181159
2005.1,65,Belsand,GEN,M,Akhil Jan Vikas Dal,1296,181159
2005.1,65,Belsand,GEN,M,Independent,2047,181159
2005.1,65,Belsand,GEN,M,Independent,2064,181159
2005.1,65,Belsand,GEN,M,Independent,2234,181159
2005.1,65,Belsand,GEN,M,Independent,2481,181159
2005.1,65,Belsand,GEN,M,Bahujan Samaj Party,2752,181159
2005.1,65,Belsand,GEN,M,Lok Jan Shakti Party,9705,181159
2005.1,65,Belsand,GEN,F,Janata Dal (United),29516,181159
2005.1,65,Belsand,GEN,M,Rashtriya Janata Dal,30899,181159
2005.1,66,Sheohar,GEN,M,Independent,768,210776
2005.1,66,Sheohar,GEN,M,Independent,971,210776
2005.1,66,Sheohar,GEN,M,Independent,1075,210776
2005.1,66,Sheohar,GEN,M,Independent,1289,210776
2005.1,66,Sheohar,GEN,M,Bahujan Samaj Party,1539,210776
2005.1,66,Sheohar,GEN,M,Ambedkar National Congress,1572,210776
2005.1,66,Sheohar,GEN,M,Independent,1846,210776
2005.1,66,Sheohar,GEN,M,Independent,1868,210776
2005.1,66,Sheohar,GEN,M,Independent,4158,210776
2005.1,66,Sheohar,GEN,M,Lok Jan Shakti Party,17964,210776
2005.1,66,Sheohar,GEN,M,Janata Dal (United),31126,210776
2005.1,66,Sheohar,GEN,M,Rashtriya Janata Dal,31331,210776
2005.1,67,Sitamarhi,GEN,M,Independent,904,239622
2005.1,67,Sitamarhi,GEN,M,Samata Party,1142,239622
2005.1,67,Sitamarhi,GEN,M,Samajwadi Party,1960,239622
2005.1,67,Sitamarhi,GEN,M,Independent,2013,239622
2005.1,67,Sitamarhi,GEN,M,Independent,2172,239622
2005.1,67,Sitamarhi,GEN,M,Lok Jan Shakti Party,21776,239622
2005.1,67,Sitamarhi,GEN,M,Indian National Congress,29720,239622
2005.1,67,Sitamarhi,GEN,M,Bharatiya Janata Party,50973,239622
2005.1,68,Bathnaha,GEN,M,Independent,538,214907
2005.1,68,Bathnaha,GEN,M,Independent,605,214907
2005.1,68,Bathnaha,GEN,M,Independent,702,214907
2005.1,68,Bathnaha,GEN,M,Independent,894,214907
2005.1,68,Bathnaha,GEN,F,Independent,1003,214907
2005.1,68,Bathnaha,GEN,M,Independent,1208,214907
2005.1,68,Bathnaha,GEN,M,Independent,1218,214907
2005.1,68,Bathnaha,GEN,M,Bahujan Samaj Party,1641,214907
2005.1,68,Bathnaha,GEN,M,Independent,1933,214907
2005.1,68,Bathnaha,GEN,M,Independent,3030,214907
2005.1,68,Bathnaha,GEN,M,Independent,3369,214907
2005.1,68,Bathnaha,GEN,M,Samajwadi Party,3378,214907
2005.1,68,Bathnaha,GEN,M,Janata Dal (United),25004,214907
2005.1,68,Bathnaha,GEN,M,Rashtriya Janata Dal,26202,214907
2005.1,68,Bathnaha,GEN,F,Lok Jan Shakti Party,35640,214907
2005.1,69,Majorganj,SC,M,Independent,1242,187871
2005.1,69,Majorganj,SC,M,Samajwadi Party,2656,187871
2005.1,69,Majorganj,SC,F,Bahujan Samaj Party,2762,187871
2005.1,69,Majorganj,SC,M,Independent,3306,187871
2005.1,69,Majorganj,SC,M,Lok Jan Shakti Party,6479,187871
2005.1,69,Majorganj,SC,F,Indian National Congress,24676,187871
2005.1,69,Majorganj,SC,M,Bharatiya Janata Party,44146,187871
2005.1,70,Sonbarsa,GEN,M,Independent,864,203783
2005.1,70,Sonbarsa,GEN,M,Independent,1504,203783
2005.1,70,Sonbarsa,GEN,M,Ambedkar National Congress,2007,203783
2005.1,70,Sonbarsa,GEN,M,Independent,2542,203783
2005.1,70,Sonbarsa,GEN,M,Independent,8205,203783
2005.1,70,Sonbarsa,GEN,M,Lok Jan Shakti Party,10637,203783
2005.1,70,Sonbarsa,GEN,M,Bharatiya Janata Party,13952,203783
2005.1,70,Sonbarsa,GEN,M,Bahujan Samaj Party,23537,203783
2005.1,70,Sonbarsa,GEN,M,Rashtriya Janata Dal,35843,203783
2005.1,71,Sursand,GEN,M,Samata Party,1911,201324
2005.1,71,Sursand,GEN,M,Independent,1938,201324
2005.1,71,Sursand,GEN,M,Independent,2323,201324
2005.1,71,Sursand,GEN,M,Bahujan Samaj Party,3690,201324
2005.1,71,Sursand,GEN,M,Lok Jan Shakti Party,18937,201324
2005.1,71,Sursand,GEN,M,Bharatiya Janata Party,32739,201324
2005.1,71,Sursand,GEN,M,Rashtriya Janata Dal,33233,201324
2005.1,72,Pupri,GEN,M,Independent,1012,218345
2005.1,72,Pupri,GEN,M,Independent,1222,218345
2005.1,72,Pupri,GEN,M,Samajwadi Party,1259,218345
2005.1,72,Pupri,GEN,M,Independent,1273,218345
2005.1,72,Pupri,GEN,M,Buddhiviveki Vikas Party,1534,218345
2005.1,72,Pupri,GEN,M,Independent,2001,218345
2005.1,72,Pupri,GEN,M,Independent,2304,218345
2005.1,72,Pupri,GEN,M,Bahujan Samaj Party,2485,218345
2005.1,72,Pupri,GEN,M,Lok Jan Shakti Party,13624,218345
2005.1,72,Pupri,GEN,F,Rashtriya Janata Dal,31639,218345
2005.1,72,Pupri,GEN,M,Janata Dal (United),38301,218345
2005.1,73,Benipatti,GEN,M,Rashtriya Lok Dal,5074,212369
2005.1,73,Benipatti,GEN,M,Communist Party of India,16040,212369
2005.1,73,Benipatti,GEN,M,Indian National Congress,31447,212369
2005.1,73,Benipatti,GEN,M,Janata Dal (United),38825,212369
2005.1,74,Bisfi,GEN,M,Bahujan Samaj Party,1001,209576
2005.1,74,Bisfi,GEN,M,Rashtriya Lok Dal,1240,209576
2005.1,74,Bisfi,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),1409,209576
2005.1,74,Bisfi,GEN,M,Communist Party of India (Marxist),2540,209576
2005.1,74,Bisfi,GEN,M,Krantikari Samyavadi Party,2721,209576
2005.1,74,Bisfi,GEN,M,Lok Jan Shakti Party,5348,209576
2005.1,74,Bisfi,GEN,M,Janata Dal (United),7527,209576
2005.1,74,Bisfi,GEN,M,Indian National Congress,26967,209576
2005.1,74,Bisfi,GEN,M,Independent,33772,209576
2005.1,75,Harlakhi,GEN,M,Samajwadi Party,3248,201342
2005.1,75,Harlakhi,GEN,M,Independent,3604,201342
2005.1,75,Harlakhi,GEN,M,Bharatiya Janata Party,23154,201342
2005.1,75,Harlakhi,GEN,M,Rashtriya Janata Dal,34574,201342
2005.1,75,Harlakhi,GEN,M,Communist Party of India,37437,201342
2005.1,76,Khajauli,SC,M,Independent,1365,199948
2005.1,76,Khajauli,SC,M,Bahujan Samaj Party,2320,199948
2005.1,76,Khajauli,SC,M,Indian Justice Party,2351,199948
2005.1,76,Khajauli,SC,M,Communist Party of India (Marxist-Leninist) (Liberation),2511,199948
2005.1,76,Khajauli,SC,M,Samajwadi Party,2802,199948
2005.1,76,Khajauli,SC,M,Independent,2893,199948
2005.1,76,Khajauli,SC,M,Lok Jan Shakti Party,9726,199948
2005.1,76,Khajauli,SC,M,Rashtriya Janata Dal,29687,199948
2005.1,76,Khajauli,SC,M,Bharatiya Janata Party,37827,199948
2005.1,77,Babubarhi,GEN,M,Indian Justice Party,2737,185465
2005.1,77,Babubarhi,GEN,M,Samajwadi Party,3739,185465
2005.1,77,Babubarhi,GEN,M,Lok Jan Shakti Party,8412,185465
2005.1,77,Babubarhi,GEN,M,Rashtriya Janata Dal,37744,185465
2005.1,77,Babubarhi,GEN,M,Janata Dal (United),39826,185465
2005.1,78,Madhubani,GEN,M,Samajwadi Party,1547,226124
2005.1,78,Madhubani,GEN,M,Independent,1900,226124
2005.1,78,Madhubani,GEN,M,Independent,1962,226124
2005.1,78,Madhubani,GEN,M,Rashtriya Lok Dal,2137,226124
2005.1,78,Madhubani,GEN,M,Bahujan Samaj Party,2804,226124
2005.1,78,Madhubani,GEN,M,Independent,3747,226124
2005.1,78,Madhubani,GEN,M,Lok Jan Shakti Party,22870,226124
2005.1,78,Madhubani,GEN,M,Rashtriya Janata Dal,26055,226124
2005.1,78,Madhubani,GEN,M,Bharatiya Janata Party,38007,226124
2005.1,79,Pandaul,GEN,M,Bahujan Samaj Party,3866,210338
2005.1,79,Pandaul,GEN,M,Samajwadi Party,5504,210338
2005.1,79,Pandaul,GEN,M,Lok Jan Shakti Party,14902,210338
2005.1,79,Pandaul,GEN,M,Rashtriya Janata Dal,30241,210338
2005.1,79,Pandaul,GEN,M,Bharatiya Janata Party,33552,210338
2005.1,80,Jhanjharpur,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),2109,199558
2005.1,80,Jhanjharpur,GEN,M,Samajwadi Party,2436,199558
2005.1,80,Jhanjharpur,GEN,M,Bahujan Samaj Party,3445,199558
2005.1,80,Jhanjharpur,GEN,M,Independent,3931,199558
2005.1,80,Jhanjharpur,GEN,M,Lok Jan Shakti Party,10062,199558
2005.1,80,Jhanjharpur,GEN,M,Rashtriya Janata Dal,24344,199558
2005.1,80,Jhanjharpur,GEN,M,Janata Dal (United),41004,199558
2005.1,81,Phulparas,GEN,M,Rashtriya Lok Dal,3003,191000
2005.1,81,Phulparas,GEN,M,Independent,3652,191000
2005.1,81,Phulparas,GEN,M,Rashtriya Janata Dal,23321,191000
2005.1,81,Phulparas,GEN,M,Janata Dal (United),24522,191000
2005.1,81,Phulparas,GEN,M,Samajwadi Party,29500,191000
2005.1,82,Laukaha,GEN,M,Bahujan Samaj Party,2799,182413
2005.1,82,Laukaha,GEN,F,Independent,4909,182413
2005.1,82,Laukaha,GEN,M,Communist Party of India,7056,182413
2005.1,82,Laukaha,GEN,M,Samajwadi Party,7949,182413
2005.1,82,Laukaha,GEN,M,Rashtriya Janata Dal,26990,182413
2005.1,82,Laukaha,GEN,M,Janata Dal (United),35737,182413
2005.1,83,Madhepur,GEN,M,Janata Dal (Secular),1539,216636
2005.1,83,Madhepur,GEN,M,Independent,1801,216636
2005.1,83,Madhepur,GEN,M,Bahujan Samaj Party,2204,216636
2005.1,83,Madhepur,GEN,M,Samajwadi Party,2502,216636
2005.1,83,Madhepur,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),2789,216636
2005.1,83,Madhepur,GEN,M,Independent,4125,216636
2005.1,83,Madhepur,GEN,M,Janata Dal (United),17063,216636
2005.1,83,Madhepur,GEN,M,Lok Jan Shakti Party,24765,216636
2005.1,83,Madhepur,GEN,M,Rashtriya Janata Dal,31544,216636
2005.1,84,Manigachhi,GEN,M,Independent,570,194680
2005.1,84,Manigachhi,GEN,M,Independent,774,194680
2005.1,84,Manigachhi,GEN,M,Samajwadi Party,783,194680
2005.1,84,Manigachhi,GEN,M,Independent,942,194680
2005.1,84,Manigachhi,GEN,M,Bahujan Samaj Party,954,194680
2005.1,84,Manigachhi,GEN,F,Independent,982,194680
2005.1,84,Manigachhi,GEN,M,Independent,1218,194680
2005.1,84,Manigachhi,GEN,M,Independent,1310,194680
2005.1,84,Manigachhi,GEN,M,Independent,2777,194680
2005.1,84,Manigachhi,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),3147,194680
2005.1,84,Manigachhi,GEN,M,Lok Jan Shakti Party,10066,194680
2005.1,84,Manigachhi,GEN,M,Janata Dal (United),30625,194680
2005.1,84,Manigachhi,GEN,M,Rashtriya Janata Dal,32553,194680
2005.1,85,Bahera,GEN,M,Rashtravadi Janata Party,1553,196358
2005.1,85,Bahera,GEN,M,Bahujan Samaj Party,2453,196358
2005.1,85,Bahera,GEN,M,Indian Justice Party,2805,196358
2005.1,85,Bahera,GEN,M,Lok Jan Shakti Party,10119,196358
2005.1,85,Bahera,GEN,M,Bharatiya Janata Party,31096,196358
2005.1,85,Bahera,GEN,M,Rashtriya Janata Dal,38910,196358
2005.1,86,Ghanshyampur,GEN,M,Bahujan Samaj Party,2742,232083
2005.1,86,Ghanshyampur,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),3971,232083
2005.1,86,Ghanshyampur,GEN,M,Samajwadi Party,4258,232083
2005.1,86,Ghanshyampur,GEN,M,Bharatiya Janata Party,28056,232083
2005.1,86,Ghanshyampur,GEN,M,Rashtriya Janata Dal,29035,232083
2005.1,86,Ghanshyampur,GEN,M,Lok Jan Shakti Party,33888,232083
2005.1,87,Baheri,GEN,M,Bahujan Samaj Party,1678,224526
2005.1,87,Baheri,GEN,M,Independent,2207,224526
2005.1,87,Baheri,GEN,M,Samajwadi Party,2607,224526
2005.1,87,Baheri,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),4171,224526
2005.1,87,Baheri,GEN,F,Independent,6062,224526
2005.1,87,Baheri,GEN,M,Lok Jan Shakti Party,17425,224526
2005.1,87,Baheri,GEN,M,Janata Dal (United),26465,224526
2005.1,87,Baheri,GEN,M,Rashtriya Janata Dal,33420,224526
2005.1,88,Darbhanga Rural,SC,M,Independent,3280,193346
2005.1,88,Darbhanga Rural,SC,M,Bahujan Samaj Party,4178,193346
2005.1,88,Darbhanga Rural,SC,M,Communist Party of India (Marxist-Leninist) (Liberation),5291,193346
2005.1,88,Darbhanga Rural,SC,M,Lok Jan Shakti Party,19552,193346
2005.1,88,Darbhanga Rural,SC,M,Janata Dal (United),20864,193346
2005.1,88,Darbhanga Rural,SC,M,Rashtriya Janata Dal,31258,193346
2005.1,89,Darbhanga,GEN,M,Rashtriya Lok Dal,383,209630
2005.1,89,Darbhanga,GEN,M,Samata Party,389,209630
2005.1,89,Darbhanga,GEN,M,Independent,430,209630
2005.1,89,Darbhanga,GEN,M,Independent,562,209630
2005.1,89,Darbhanga,GEN,M,Indian Justice Party,570,209630
2005.1,89,Darbhanga,GEN,M,Independent,852,209630
2005.1,89,Darbhanga,GEN,M,Bahujan Samaj Party,860,209630
2005.1,89,Darbhanga,GEN,M,Independent,940,209630
2005.1,89,Darbhanga,GEN,M,Janata Party,942,209630
2005.1,89,Darbhanga,GEN,M,Samajwadi Party,1159,209630
2005.1,89,Darbhanga,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),1350,209630
2005.1,89,Darbhanga,GEN,M,Independent,2579,209630
2005.1,89,Darbhanga,GEN,M,Lok Jan Shakti Party,6595,209630
2005.1,89,Darbhanga,GEN,M,Indian National Congress,28280,209630
2005.1,89,Darbhanga,GEN,M,Bharatiya Janata Party,53263,209630
2005.1,90,Keoti,GEN,M,Independent,1721,231807
2005.1,90,Keoti,GEN,M,Rashtriya Lok Dal,1737,231807
2005.1,90,Keoti,GEN,M,Bahujan Samaj Party,2733,231807
2005.1,90,Keoti,GEN,M,Independent,3591,231807
2005.1,90,Keoti,GEN,M,Lok Jan Shakti Party,9446,231807
2005.1,90,Keoti,GEN,M,Rashtriya Janata Dal,35165,231807
2005.1,90,Keoti,GEN,M,Bharatiya Janata Party,41817,231807
2005.1,91,Jale,GEN,M,Independent,1047,215674
